FlowID,FlowDuration,TotalPackets,TotalBytes,AvgPacketSize,BytesPerPacket,PacketRate,ByteRate,FlowVolume,Port,Protocol,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,InterArrivalTime
1153,285.1396477,53223,645589265,1426.754363,12129.89243,935.3618214,21093355.33,6014551906,21,TCP,2,1,0,318,32503,0.004854975
529,1518.166825,6461,464434033,1380.212642,71882.68581,301.2589229,2489670.699,3779735460,443,TCP,0,1,0,127,2675,0.003913436
1720,4.649968914,37,6638,248.1808747,179.4054054,4.994774213,977.2436486,4544.152587,8883,UDP,0,0,0,17,21,4.379889493
205,6.439491959,129,468491,312.2028507,3631.713178,47.27860527,22441.58262,144512.3908,443,TCP,4,4,1,33,82,0.346856691
643,1336.93263,16416,444280278,1276.050676,27063.85709,283.6278721,3975245.496,5314635415,443,TCP,2,1,0,427,5644,0.045799485
1538,7159.030493,434310,46430254,483.9247614,106.9057908,185.6374318,239681.2417,1715885318,33046,TCP,0,0,0,5215,386,
1375,0.968775311,4,4717,168.6494759,1179.25,7.147999926,4450.029839,4311.079042,53, UDP,0,0,0,0,0,1.266392574
1282,1.625615674,9,3453,197.8419435,383.6666667,8.231005263,3935.277461,6397.24872,53,UDP,0,0,0,0,0,
1781,5.449697448,11,4885,225.972771,444.0909091,4.051246914,621.9384915,3389.37661,8883,UDP,1,1,0,2,45,4.967184496
142,6.79951086,57,115715,632.6617633,2030.087719,42.06069802,5081.794547,34553.71721,443,TCP,3,4,1,21,65,0.336927567
818,1808.589468,33279,207757117,1485.822754,6242.88942,470.5280822,5753403.257,10405544537,443,TCP ,0,2,0,570,5655,0.006864937
1044,556.661141,25716,238093478,1436.855119,9258.573573,178.3418034,24184953.96,13462824069,8080,TCP,2,2,0,490,29251,0.005803434
314,4.342883144,105,445588,,4243.695238,15.10542515,26094.30535,113324.5189,443,  TCP ,4,4,1,30,35,0.017642729
258,7.223698658,106,316780,578.1415903,2988.490566,18.07672217,4601.180957,33237.54471,443,TCP,3,4,1,34,30,0.37196392
467,20.97672322,126,184643,409.9001521,1465.420635,45.15833656,9174.771172,192456.6354,80,TCP,4,4,1,41,19,0.408527365
606,61.4495993,27990,455512998,1384.533603,16274.13355,136.4140712,4212741.572,258871281.5,443,TCP,1,1,0,658,738,0.038015914
296,27.37004678,96,56437,425.3244047,587.8854167,40.93099466,38955.2299,1066206.465,8080,TCP,1,1,1,25,27,0.485799478
585,3313.682282,30944,388582207,1329.359679,12557.59459,234.396744,3107397.839,10296929161,8080,TCP,1,2,0,320,7145,0.00764288
905,2030.113583,2364,133589901,1301.139555,56510.11041,281.7411466,2234380.693,4536046595,443,TCP,0,1,0,803,1735,0.019070498
898,1078.412636,33237,401432111,1390.330003,12077.86837,123.5025061,9348138.849,10081151061,443,TCP,0,1,0,369,8521,0.027676688
1089,282.5820789,34431,728856502,1459.118887,21168.61265,137.3063326,3544990.462,1001750774,443,TCP,2,2,0,260,25203,0.003416024
392,6.076065947,29,343309,767.3220062,11838.24138,14.007002,48845.01218,296785.5152,443,TCP,1,4,1,29,85,0.262566718
330,14.21610384,110,470930,787.156217,21405.90909,17.56663144,26454.07702,376073.9059,443,TCP,3,4,1,9,58,0.410187689
1793,24.89248049,29,9348,163.1660097,322.3448276,1.755412631,810.3439555,20171.4711,1883,UDP,1,0,0,13,12,5.171861482
587,1230.653222,26176,303004416,1388.72076,11575.6577,364.6267438,4332473.49,5331772461,443,TCP,2,2,0,685,6626,0.001344413
25,11.12202068,61,46239,349.076445,758.0163934,16.22875185,33854.80845,376533.8798,443,TCP,3,4,1,21,16,0.08765532
192,16.13487308,91,475512,565.518891,5225.406593,28.43194801,30199.37873,487263.1429,443,TCP,1,3,1,34,58,0.010559337
889,,29834,46677223,1269.154494,1564.564691,180.6717281,5393895.323,10354633646,80,TCP,1,2,0,225,9163,0.008044384
807,1765.314903,47977,426486556,1296.023972,8889.396086,263.7417024,5647334.732,9969324164,443,TCP,1,2,0,996,1027,0.008762486
595,3111.582128,48976,181550314,1248.220092,3706.924085,337.0237083,3543618.163,11026258944,443,TCP,2,2,0,246,7418,0.011207714
491,6.79985599,195,7172,318.7798275,36.77948718,40.37354429,29356.7541,199621.7002,8080,TCP,2,3,1,39,78,0.096166026
994,,37367,554472110,1470.053795,14838.55033,546.0797958,47043202.54,12774108159,443,T.C.P,1,1,0,94,5389,0.008808033
132,3.100784604,50,328420,668.8279772,32842,40.9808203,273754.1972,84885.28,80,TCP,4,2,1,27,74,0.258275144
1117,178.0168316,89051,740812010,1492.156038,8318.963403,754.7873978,1739566.288,309672079,22,TCP,2,1,0,404,35294,0.002290756
1023,200.8792021,21529,836295323,1491.774753,38845.06122,896.2323059,38186289.07,7670831277,8080,TCP ,1,2,0,413,26071,0.00731534
784,1166.416534,26400,72975565,1480.070792,2764.225947,323.1539942,1517903.705,1770507979,1935,,1,1,0,179,548,0.025546111
86,16.35025972,44,208428,696.5642636,4737,35.29049943,24328.18876,397772.2047,80,tcp,3,4,1,47,44,0.260775306
1521,1403.530973,276998,16446315,354.3645701,59.37340703,147.5843318,209501.6998,294042124.5,58416,UDP,1,1,0,8094,392,0.008699189
148,12.8986849,87,245667,322.4520704,2823.758621,39.93808399,59000.53821,76102.9351,443,TCP ,1,3,1,45,56,0.214559078
179,8.452222051,173,199750,439.0634827,1154.624277,47.34919236,16619.26353,140469.7057,70000,TCP,1,1,1,25,76,0.466067843
1672,6357.100039,352753,27336086,,77.49356065,65.10761935,222452.6238,1414153583,14505,TCP,0,1,0,4818,7236,0.019052631
505,1475.839617,7661,492259483,1250.565289,64255.25166,168.1890784,3669899.662,5416183313,80,TCP,2,2,0,648,588,0.047067453
1246,287.4738339,86464,624993860,1432.197999,7228.370883,756.7900413,22418241.33,6444657785,22,TCP,2,2,0,137,5524,0.004824746
84,22.9587827,144,99999999999,320.126798,393.8958333,39.08678558,23843.67164,547421.6758,443,TCP,4,2,1,9,18,0.364921211
1597,4413.52324,164946,1340500,335.4288935,8.126902138,119.5049466,60877.42838,268683944.9,57549,UDP,1,0,0,2984,3802,0.015766094
1022,63.79832154,83478,240160228,1441.666339,2876.928388,778.6606614,34975751.64,2231394249,443,TCP,1,1,0,97,35044,0.00686954
548,616.0865509,38557,244149299,1348.297187,6332.16534,291.8918554,3260867.74,2008976759,443,TCP,1,1,0,424,5951,0.018022281
489,2.871472297,13,22026,766.3978439,1694.307692,24.04262955,4993.75837,14339.43881,443,TCP ,1,3,0,40,67,0.031423383
191,11.86199853,147,28635,782.9770372,194.7959184,25.79782482,39162.79336,464548.9972,443,TCP,3,4,1,26,34,0.168666799
1784,55.38287295,8,1280,234.9522416,160,4.367475525,331.7062588,18370.84559,1883,TCP,0,0,0,1,26,4.767692898
419,19.61538053,42,54049,377.0774777,1286.880952,41.31944431,34871.69945,684021.6544,443,TCP,4,1,0,27,94,0.268915067
916,1635.950334,35299,356032007,1455.273452,10086.17828,384.820752,8472101.346,13859937023,443,TCP,0,2,0,134,8964,0.045104681
1370,0.336385855,7,4912,99.34209993,701.7142857,6.55155367,4860.541243,1635.017322,53,UDP,0,0,0,0,0,0.463151004
820,3446.582657,3917,77692390,1356.186422,19834.66684,89.6684568,9599889.669,33086813240,443,TCP,1,1,0,164,7206,0.025642515
219,17.12882848,125,254569,416.3418486,2036.552,38.12356924,48942.65797,838330.3936,80,TCP,2,1,1,49,60,0.032720826
1674,3846.696296,366672,40846950,432.4861467,111.3991524,74.92661441,287720.011,1106771501,44039,UDP,1,1,0,725,5849,0.009102688
521,947.2180243,45358,54653374,1490.537538,1204.933507,94.10997296,3023798.995,2864196910,8080,TCP,2,1,0,856,8674,0.04212133
315,28.83906689,33,234884,418.5583704,7117.69697,30.03779245,48022.90454,1384935.756,443,TCP,1,1,1,47,70,0.494895529
578,3083.825045,24939,233330859,1394.697599,9356.063154,142.7880918,4466880.565,13775078157,443,TCP,1,2,0,231,5445,0.007432903
1234,541.0553498,37967,916290144,1495.246698,24133.85688,562.5640571,25415853.68,13751383606,21,TCP,1,2,0,181,26692,0.00600712
16,14.32971815,94,151928,734.2177591,1616.255319,34.27277222,34591.65961,495688.7325,443,TCP,4,4,1,9,57,0.421050767
1337,1.991346931,5,3367,118.4001871,673.4,6.273721989,2135.130112,4251.784796,53,UDP,0,0,0,0,0,0.960756533
1733,24.92826047,11,2501,,227.3636364,4.231104914,965.0829473,24057.83909,443,UDP,0,0,0,2,27,3.743384381
1219,408.7815858,98985,926040778,1428.239891,9355.364732,692.3190163,49910475.05,20402483137,21,TCP,2,1,0,337,42772,0.004181876
829,3233.049269,20686,485647880,1244.319516,23477.12849,476.3574939,2919804.423,9439871555,443,TCP,0,1,0,633,9348,0.019859024
1796,39.31796691,5,4799,192.5161433,959.8,4.100851028,913.1604994,35903.6143,1883,UDP,0,1,0,16,36,5.837670333
794,2334.947055,40005,383459414,1215.784718,9585.287189,182.9663031,2236954.974,5223171428,443,TCP,0,2,0,753,1884,0.006066934
1024,561.1097552,26074,233397302,1474.732806,8951.34241,236.1248759,44068635.49,24727341273,443,TCP,1,2,0,437,39427,0.002139836
1698,6461.631432,353395,49951050,479.2027375,141.3462273,187.4675277,273452.0424,1766946313,34734,T.C.P,1,1,0,609,594,0.01429859
1542,7124.549999,385265,5088657,360.986314,13.20819955,72.85330052,183969.4153,1310699298,28830,  TCP ,0,0,0,6518,9997,0.012628889
266,27.74803048,193,,751.4197701,1088.253886,35.35658231,46967.92579,1303267.437,443,TCP,1,2,0,47,68,0.276744089
249,27.031376,184,54612,477.0884006,296.8043478,11.54461755,23408.63144,632767.5182,80,,4,4,0,16,26,0.474167186
15,20.75449405,177,167114,388.0103931,944.1468927,46.67763553,32461.59097,673723.8967,443,TCP,3,3,0,31,92,0.481821453
1291,0.214934998,7,1664,183.964145,237.7142857,4.195300241,4493.505183,965.8115296,53,UDP,0,0,0,0,0,0.999238915
1385,0.324851501,9,4974,99.47288327,552.6666667,3.528100008,3312.904745,1076.20208,53,UDP,0,0,0,0,0,0.806722488
890,2540.212406,8315,198097305,1447.902463,23824.0896,285.8136501,834442.9495,2119662333,443,tcp,2,2,0,303,3215,0.002658829
637,1939.179779,16946,347958223,1495.195159,20533.35436,443.62733,9521900.545,18464676992,443,TCP,2,1,0,845,8451,0.044407336
1654,1014.997895,345213,31266122,317.881099,90.57052313,59.75296507,76799.19151,77951017.73,55474,,0,1,0,2238,2550,0.01832639
1197,277.8187481,76572,218368901,1400.28517,2851.81138,148.1840143,24623974.9,6841001882,21, TCP,2,2,0,222,30246,0.003171512
1180,207.1629302,8116,487528678,1406.878148,60070.06875,479.1489296,44504931.25,9219771968,443,tcp,1,2,0,76,48878,
321,10.43101125,84,367297,572.24052,4372.583333,19.34374428,28941.89296,301893.2109,80,TCP,2,4,0,25,53,0.242259908
1419,,5,3767,148.4332209,753.4,3.838023797,4450.467575,4046.706072,53,U.D.P,0,0,0,0,0,1.722199812
997,426.2974604,18395,992608252,1435.839958,53960.7639,247.872652,25264649.15,10770255772,22,TCP,1,2,0,92,22925,0.006255127
361,28.33513092,154,358732,721.046493,2329.428571,46.28768656,2303.413958,65267.53607,80,TCP,2,2,1,11,32,0.329800423
244,12.78435406,175,117816,699.920319,673.2342857,12.20111333,28494.97527,364289.8529,443,TCP,4,4,0,17,11,0.206996623
1220,434.0179765,50046,617622957,1455.412144,12341.10532,878.9968086,14028390.25,6088573547,99999,TCP,1,2,0,71,43085,0.008882105
785,-10,14051,131869759,1418.719179,9385.079994,157.6529046,9745445.653,25832207933,80,,2,1,0,486,8498,0.025690725
1561,6621.081605,65421,42807879,245.7927923,654.3446141,123.5281799,232840.5263,1541656126,45814,TCP,0,0,0,2482,4117,0.019987088
538,3457.82153,40734,209277456,1473.570983,5137.660333,411.8160246,2796472.776,9669703773,443,TCP,0,2,0,272,8551,0.037831582
1641,2239.062488,423538,10168956,312.6475124,24.00954814,152.6934563,12823.90983,28713535.46,47335,UDP,0,1,0,9585,5341,0.006892981
677,1546.83241,31467,310914683,,9880.658563,464.4322073,3845484.721,5948320399,443,Tcp,2,2,0,896,4685,0.008145592
673,3054.304646,40778,307898512,1205.265167,7550.603561,96.85328668,6537463.302,19967404535,443,TCP,2,2,0,429,2271,0.017129762
1345,1.031165289,8,3339,52.23398586,417.375,1.596266084,2023.01947,2086.067457,53,UDP,0,0,0,0,0,0.539454296
592,2720.583761,9034,295098034,1474.418939,32665.26832,456.8599128,7467291.375,20315391656,8080,TCP,0,1,0,660,6346,0.046831164
721,2894.483678,26057,142309661,1379.2858,5461.475266,241.9238639,4452419.038,12887454233,443,TCP,2,1,0,750,1908,0.039032558
1009,,7372,30765531,1490.030594,4173.295035,309.8092818,35887708.02,13085272753,22,TCP,1,1,0,381,7104,0.001468071
33,25.82072871,143,195616,676.778756,1367.944056,10.70918409,10990.06656,283771.5273,443,TCP,1,3,1,6,70,0.196173207
856,3341.808102,20430,346962277,1466.184714,16982.97978,490.7794303,9866732.397,32972726261,443,TCP,1,1,0,326,8501,0.033698306
128,9.057932727,89,483784,456.0785654,5435.775281,49.27555676,22947.46313,207856.5773,443,TCP,3,4,1,10,81,0.224964588
1632,3142.363006,381673,30311426,406.1999105,79.41726557,145.5939974,125384.3317,394003085.4,47537,Udp,1,1,0,4561,107,0.01128032
1541,6782.052758,187485,33123580,464.6520034,176.6732272,96.40767082,18764.51105,127261903.9,44318,TCP,1,1,0,8690,1421,0.014279463
1118,76.71635792,42390,378627410,1417.988825,8931.998349,761.2198467,16884276.76,1295300219,21,  TCP ,2,1,0,340,33224,0.001227774
1673,4078.43573,231165,10748609,176.2801609,46.49756235,158.4812845,206383.6245,841722348.3,49032,TCP,0,0,0,8221,6585,0.007622482
568,2668.60885,31025,125462842,1396.735262,4043.92722,394.0244497,5901217.108,15748040201,1935,Tcp,1,2,0,801,6333,0.016851017
1075,222.1318394,47930,159040905,1439.145954,3318.191216,599.7937815,45192754.76,10038749741,22,TCP,2,1,0,66,36109,0.003922096
1748,19.16331184,46,8700,116.2550003,189.1304348,4.909769237,623.1174842,11940.99467,8883,UDP,0,0,0,18,25,6.665982332
328,27.29282521,166,382093,619.83717,2301.76506,8.981865761,2972.489896,81127.64717,443,TCP,4,4,1,13,17,0.027676367
1080,67.33108292,35972,737361792,1416.292341,20498.21506,469.2102388,36961920.49,2488686134,22,TCP,2,2,0,431,9207,0.00989756
1509,5682.214799,319321,8698885,238.2915713,27.24181936,101.4594208,184434.8584,1047998482,36311,UDP,1,1,0,1816,865,0.014458744
1310,1.140648453,4,3867,155.2431294,966.75,5.385195409,3965.8899,4523.686181,53,UDP,0,0,0,0,0,1.827847957
418,29.68402861,97,63741,378.0842459,657.1237113,47.10105224,3977.957837,118081.8142,443,TCP,1,2,0,39,19,0.284796254
93,26.18038733,40,116009,497.1830245,2900.225,46.46993805,13011.95167,340657.9345,8080,TCP,2,2,1,29,82,0.441658251
559,646.6876409,25179,474980395,1216.736218,18864.1485,315.6944096,2020761.371,1306801404,443, TCP,0,2,0,703,2970,0.036169717
1633,6580.131889,385690,5291848,101.0510998,13.72046981,172.9294452,112749.282,741905145.7,30922,UDP,1,0,0,869,5868,0.018198247
378,11.57953651,78,443196,794.710495,5682,41.21669138,24124.08844,279345.763,80,TCP,3,1,1,12,51,0.25360887
1529,4812.842639,123605,24090251,168.1972705,194.8970592,119.6816169,330266.4281,1589520347,11411,  TCP ,0,0,0,5899,863,0.007856339
615,3543.066596,38979,210630613,1466.637769,27018.47315,102.3959838,5771644.379,20449320407,1935,TCP,0,2,0,726,2759,0.016564794
332,13.18298892,130,118658,545.0558907,912.7538462,42.04745676,11262.54413,148473.9945,443,TCP,1,4,0,47,24,0.234090049
821,684.5589657,32571,396417875,1333.976438,12170.88438,479.101776,3831818.978,2623106036,80,tcp,0,1,0,679,6165,0.046255013
1476,1.655580662,6,2669,105.6916519,444.8333333,9.508906121,3986.463329,6599.911595,53,UDP,0,0,0,0,0,1.353574375
1376,1.545094175,8,2281,139.6423307,285.125,2.607437497,1616.2437,2497.248726,53,UDP,0,0,0,0,0,0.325898976
32,29.20809179,50,134380,499.5967215,2687.6,43.53092667,10487.71651,306326.1866,443,Tcp,1,4,1,6,13,0.345952625
1798,22.04326457,49,4272,208.3365241,87.18367347,0.821645316,1948.165613,4294.393004,1883,TCP,1,1,0,4,8,9.508382765
66,3.063502708,15,327556,736.5853943,21837.06667,18.78985202,1919.707982,5881.0306,443,TCP,2,3,0,18,47,0.112146479
894,3350.752356,28104,147727459,1423.491122,5256.456697,65.48275009,2321442.805,7778579950,443,TCP,2,2,0,528,8246,0.027329004
1484,0.081054396,9,459,70.86130566,51,0.221127894,414.3282104,33.58312279,53,UDP,0,0,0,0,0,0.762181799
1824,2716.696441,1667,146692122,1383.854474,87997.67367,434.1858559,7971551.167,21656284685,443,TCP,1,2,0,538,757,0.009495013
38,19.00143627,102,0,357.2813666,4365.009804,37.65261133,21766.33121,413591.5552,8080,TCP,2,4,1,19,45,0.484510004
1124,189.1920697,69137,398595170,1444.711083,5765.29456,268.6331184,41897281.12,7926633330,22,TCP,1,2,0,185,40678,0.001819888
457,12.80295154,22,232738,524.3866146,10579,37.54449774,28817.16526,368944.7704,443,TCP,3,3,1,23,44,0.188136242
1675,4464.151377,442463,28339884,413.1140479,64.05029121,76.25271101,82114.58296,366571928.6,10442,udp ,0,1,0,1670,1958,0.013483833
1011,70.90117887,58860,586629071,1486.547049,9966.514968,721.1860173,37099729.85,2630414582,443,TCP ,2,2,0,295,34381,0.002107642
1537,4106.286752,416297,33879394,240.9707649,81.38274837,52.78243207,217793.4437,894322332.5,42577,T.C.P,1,0,0,3235,2994,0.014083913
30,4.471687032,195,401557,746.143885,2059.266667,43.7443997,19879.88771,88896.63607,443,TCP,4,2,1,44,24,0.437976596
1428,0.74420306,6,3287,127.1682291,547.8333333,3.321604802,4282.753704,3187.238411,53,UDP ,0,0,0,0,0,0.548015531
1751,37.61457703,38,9975,,262.5,4.094458854,823.3591853,30970.30749,1883,TCP ,0,0,0,3,21,3.606833437
1063,283.8688616,,,1419.494227,80446.45115,577.6563174,46717507.94,13261645798,8080,TCP,2,1,0,411,48607,0.00573605
522,1745.158647,36999,222373005,1311.186029,6010.243655,338.599742,1883357.53,3286757679,80,TCP,2,2,0,879,8531,0.009669881
1317,0.858358928,6,1018,106.2099296,169.6666667,7.027776446,3804.825532,3265.905963,53,UDP,0,0,0,0,0,1.186116626
1461,1.597251224,7,3149,181.3845132,449.8571429,6.287037876,403.5648148,644.5943946,53,UDP,0,0,0,0,0,0.797264623
17,17.31497486,107,270000,581.0534261,2523.364486,19.53838884,26541.89271,459572.2049,443,Tcp,3,2,1,19,57,0.301949359
129,28.29291444,28,75526,623.9366134,2697.357143,8.084954311,16986.68889,480602.9354,80,  TCP ,1,2,1,36,28,0.229407022
225,10.23576543,11,409946,558.5702945,37267.81818,37.54549389,46175.25268,472639.055,80,TCP,2,1,0,49,32,0.288022138
1378,1.417836085,2,1998,137.5429675,999,4.63373547,1358.558543,1926.213326,53,UDP,0,0,0,0,0,0.223073609
1772,21.07270043,13,8322,115.6373215,640.1538462,2.063019714,233.9581533,4930.130077,1883,UDP,0,0,0,1,21,2.135933103
471,12.98077701,96,,,1414.15625,32.2954032,23422.48397,304042.0416,8080,TCP,2,3,0,13,93,0.01055754
1333,0.471442005,9,3987,161.1353971,443,4.919132309,4644.953917,2189.826388,53,UDP,0,0,0,0,0,1.281759173
1388,0.607065157,3,1447,117.1056845,482.3333333,1.628454985,4775.533727,2899.060132,53,UDP,0,0,0,0,0,0.179298748
1079,579.9963943,43589,227070463,1414.585013,5209.352428,1000000,5338946.888,3096569944,22,TCP,2,1,0,348,17267,0.009281031
509,130.465036,15962,345018268,1433.296852,21614.97732,290.6131842,5240243.175,683668514.3,443,TCP,2,1,0,576,1853,0.036121025
923,2885.559027,,,1457.940765,23363.19173,68.64513685,616785.2728,1779770312,443,Tcp,1,1,0,982,5997,0.001867741
394,16.75950209,48,491692,616.7896734,10243.58333,40.34188173,25998.62512,435724.0119,443,,4,3,0,6,67,0.294492121
1339,0.978007522,5,1676,89.8461265,1676,0.787013194,3895.110503,3809.447369,53,UDP,0,0,0,0,0,1.537257196
1619,2660.51504,427877,18434073,331.966265,43.08264525,175.3296667,480698.0153,1278904299,24321,UDP,0,0,0,4434,2857,0.005734686
79,7.065889929,114,125964,,5524.736842,5.978803042,8941.787186,63181.68403,443,tcp ,3,2,1,38,87,0.329962135
1032,553.6813206,33893,646507782,,19074.9648,445.2343391,29302414,16224199279,443,  TCP ,1,2,0,267,23880,0.002677116
357,27.79014153,138,257332,456.2859827,1864.724638,5.758197623,186696.2443,518831.5053,443,TCP,3,2,0,6,29,0.096576303
1203,343.7956842,73600,498191600,1463.718397,6768.907609,143.6780671,1328521.018,456739792.3,22,TCP,2,1,0,126,7756,0.002744541
270,20.48825034,139,270175,404.8526495,1943.705036,30.30489374,33698.33432,690419.9095,443,TCP,2,2,0,39,81,0.304991817
549,697.5907854,13448,266244191,1368.62341,19798.05109,110.7741137,2437300.442,1700238330,80,tcp,2,1,0,396,3211,0.001959945
541,2457.862954,28579,487876685,1377.521825,17071.16012,443.60834,7015400.285,17242892471,443,TCP,1,2,0,399,3231,
826,1306.013975,38914,19238970,1441.622806,494.3971321,173.8591621,8451267.352,11037473264,443,TCP,2,2,0,142,6217,0.043456721
1412,1.264249148,9,3389,85.55707894,376.5555556,2.166513145,15244.70704,1927.310789,53,UDP,0,0,0,0,0,1.762473509
854,952.224204,25875,,1318.538098,16022.77043,106.9088197,2750990.607,2619559841,1935,TCP,0,1,0,873,5898,0.014664988
574,3186.828144,45418,138934658,1482.893681,3059.02193,275.615775,23193857.65,7391483832,443,TCP,0,1,0,124,730,0.01268589
797,1781.461876,3813,72617060,1384.918374,19044.60005,116.5656401,1465998.266,2611620021,1935,tcp ,1,2,0,407,5645,0.026349399
1652,6385.008042,417441,4014558,308.5928641,9.617066843,9.46452697,260793.6853,1665169778,44421,UDP,0,1,0,7192,250,0.010057474
1322,,7,,72.06849099,114.4285714,9.724866619,2609.901742,4384.585623,53,UDP,0,0,0,0,0,1.627334588
786,392.9574227,10938,79502199,1339.763867,7268.440208,430.1901873,2042362.893,802561658.7,443,TCP,0,2,0,907,9951,0.015884122
174,19.68217983,92,363304,762.3808814,3948.956522,5.170992619,37717.2859,742358.4039,443,tcp ,2,1,0,11,40,0.459065687
1800,7.357289028,11,7352,139.1940338,668.3636364,0.975562554,211.3977696,1555.314491,8883,UDP,1,0,0,1,14,2.743167998
1271,0.807522975,3,1481,98.0511546,493.6666667,6.17403706,1985.747638,1603.536841,53,Udp,0,0,0,0,0,1.516767945
982,550.2289509,20448,147603569,1494.54137,7218.484399,762.1329576,42333126.46,23292911756,21,T.C.P,2,2,0,307,37384,0.002825322
1242,,7705,775940880,1481.668762,100706.1493,410.8629633,11257609.07,2928278345,21,TCP,2,2,0,203,38068,0.009029597
1782,41.72043886,32,7533,215.4327522,235.40625,3.904933785,658.0764911,27455.24001,1883,Tcp,1,0,0,11,41,4.063473143
1651,5927.627072,332530,2327859,215.1884109,7.00044808,155.2134663,139005.7717,823974375.7,42481,TCP,0,0,0,3589,164,0.006234842
149,15.98517735,156,191169,552.2140404,1225.442308,7.334256172,3022.110236,48308.96808,443,TCP,3,3,1,43,63,0.020715235
754,2725.735738,8589,458161392,1474.852698,53342.80964,392.0788149,2399073.711,6539240951,443,TCP,2,1,0,258,1998,0.008528069
1437,1.262654513,2,204,68.83110054,102,9.408617352,266.9507291,337.0665428,53,UDP,0,0,0,0,0,0.993070871
178,28.2990414,142,482306,420.9725246,3396.521127,9.205273414,43521.263,1231610.023,443,TCP,3,2,0,18,72,0.1743818
391,5.928743328,35,462925,626.3994086,13226.42857,19.39494408,35005.35527,207537.7665,80,,1,4,0,46,68,0.325070153
1436,0.136154221,5,3480,128.8912005,696,8.345775234,759.0729939,103.3509923,53,UDP,0,0,0,0,0,1.006007789
1645,6742.070147,343466,4603964,153.0661514,13.40442431,133.0775992,122029.5947,822732087.6,10285,Tcp,1,1,0,6030,8707,0.010499799
255,5.415945047,156,264667,643.6697228,1696.583333,43.3767614,45872.78815,248444.4998,443,T.C.P,4,3,1,42,34,0.259875487
964,584.6369277,80684,40593791,1402.401335,503.1207055,776.0456966,35359004.59,20672179810,21,TCP,1,2,0,472,36946,0.008207058
1649,3973.217324,105677,39266952,160.6608107,371.5751961,97.95866059,63802.17901,253499923,59374,udp ,0,1,0,3739,1961,0.008261692
1133,128.2761255,59778,259867175,1478.926249,4347.204239,953.9248627,36750324.49,4714189238,443,TCP,1,1,0,497,32728,0.007471691
1355,0.71146709,3,2599,148.0970526,866.3333333,5.416096071,637.3749236,453.4712823,53,UDP,0,0,0,0,0,0.116291231
516,1383.070596,46354,137585232,1314.812233,2968.14152,49.23729538,2573786.977,3559729088,443,TCP,2,1,0,415,3393,0.036604768
1414,0.20661881,6,4786,50.78599505,797.6666667,9.427774986,1406.568211,290.6234494,53, UDP,0,0,0,0,0,1.089161374
609,1782.76594,42914,309475309,1444.403846,7211.523256,282.9422353,1098457.359,1958292366,1935, TCP,0,2,0,307,7583,0.00211989
1332,0.571787023,2,2764,125.8165035,1382,4.502263062,2474.120215,1414.669832,53,UDP,0,0,0,0,0,1.289870521
1362,1.261315614,7,1111,81.93899791,158.7142857,6.614551028,4126.710811,5205.084781,53,UDP,0,0,0,0,0,0.143511192
1530,2581.218238,397301,46214450,447.5883609,116.321001,53.62421126,255236.4055,658820864.8,15831,UDP,0,1,0,3589,1441,0.012821554
540,967.9889497,38967,139226387,1398.827307,3572.930608,110.1761588,5374123.648,5202092306,443,TCP,2,2,0,718,4527,0.038740548
817,3575.668163,29728,202037312,1266.570905,6796.19591,24.29331741,5974248.45,21361929982,443,TCP,0,1,0,613,6861,0.017772255
460,13.26143679,,222553,747.9316326,2367.585106,7.868609083,23607.33392,313067.1666,80,TCP,2,1,0,35,24,0.021058432
793,282.0577345,15700,137073099,1403.925274,43653.85318,94.25507222,1894784.193,534438536.7,443,TCP,1,1,0,458,9728,0.02518833
702,3045.170478,29020,119684447,1308.756065,4124.205617,66.64526545,3758902.501,11446498927,443,TCP,2,2,0,786,8720,0.021569324
57,28.99334814,62,492888,522.9143907,7949.806452,49.96566013,14323.67643,415291.3376,8080,TCP,4,3,0,24,31,0.079201646
1195,223.6014312,69363,216027899,1419.840676,3114.454378,164.481288,6967428.031,1557926879,21,TCP,2,2,0,322,14011,0.007413783
1552,2475.970493,435996,37887479,275.4200397,86.89868485,140.6084238,99482.14639,246314859.1,9677,UDP,1,1,0,7466,9082,0.011680899
611,2499.042189,39883,139241861,1493.986579,3491.258456,399.2194619,6820233.414,17044051043,443,TCP,2,1,0,788,3565,0.005582847
638,1812.437806,10666,229022114,1384.503255,21472.1652,439.8346818,4328125.467,7844458227,8080,TCP,2,1,0,238,5830,0.040994466
271,15.94138612,185,128602,787.5372829,695.1459459,34.64753723,42189.74755,672563.0561,80,TCP ,4,4,1,24,30,0.177889275
302,22.92455799,173,396375,794.429848,2291.184971,15.03779963,33980.43203,778986.3846,443,TCP,2,4,1,40,87,0.215496824
87,20.49905405,74,395521,606.927817,5344.878378,22.22425645,19789.37558,405663.4796,80,TCP,4,3,0,8,22,0.210541168
665,2577.63792,3419,388851247,1476.016669,113732.4501,458.1424161,5450482.272,14049369784,443,TCP,0,2,0,598,1313,0.031571666
500,8.732322977,158,341679,614.2827524,2162.525316,7.997060376,1844.230534,16104.41666,443,TCP,3,2,0,38,50,0.237771323
1499,0.223556624,4,4242,185.4379923,1060.5,0.136049119,3869.872986,865.1357399,53,UDP,0,0,0,0,0,1.137092407
