FlowID,FlowDuration,TotalPackets,TotalBytes,AvgPacketSize,BytesPerPacket,PacketRate,ByteRate,FlowVolume,Port,Protocol,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,InterArrivalTime,Cluster
555,987.3061645,48692.0,455090763.0,1476.059334,9346.314857,57.7106203,4688369.799,4628856404.0,443,tcp,1,1,0,925,6294,0.013736006,0
995,539.9680799,34897.0,254619760.0,1423.061513,7296.32232,680.73359807,14374294.44784,10371941380.0,22,tcp,1,1,0,125,9429,0.00485292,0
265,27.99469644,176.0,263827.0,485.6109045,1499.017045,24.13808183,85924.70725,240543.6096,443,tcp,3,1,0,45,34,0.315757799,1
530,267.6175177,25353.0,178980563.0,1391.212628,7059.54179,204.7120665,2925077.671,782802025.5,0,tcp,0,2,0,413,5366,0.007645913,0
1699,1268.991942,100923.875,14490316.0,188.2433969,46.22803419,119.5167214,457489.1099,580549993.9,22974,udp,0,1,0,2043,6972,0.01845153,2
144,25.50652054,154.0,193664.0,683.2155432,1257.558442,10.88310821,30145.06219,768895.648,443,tcp,3,4,0,26,42,0.087715401,1
371,13.08176674,114.0,217858.0,309.0055999,1911.035088,48.05020984,16289.64162,213097.2919,443,tcp,2,1,1,12,21,0.364720246,1
1068,124.4090826,93998.0,629814330.5,1446.4536,7614.877412,680.73359807,8378503.881,1042361981.0,21,tcp,1,2,0,451,38085,0.008434933,0
1551,3485.16548655625,100923.875,40934500.0,249.8781341,120.053788,78.47249409,351303.1809,1613703016.0,6389,tcp,0,0,0,4553,2958,0.016048595,2
461,3.050775164,35.0,365561.0,726.6850279,10444.6,7.560080636,49698.24632,151618.1755,80,tcp,4,3,0,23,76,0.238710441,1
1045,215.6488531,78417.0,629814330.5,1444.56392,8147.307994,622.8468155,14374294.44784,6494893027.0,443,tcp,2,1,0,317,12610,0.007962916,0
952,358.6674891,79838.0,404698923.0,1440.851839,5069.001265,621.0508409,14374294.44784,10635177323.0,443,tcp,1,2,0,437,25040,0.009585756,0
1545,3273.917826,100923.875,39519170.0,209.0441293,169.4821508,199.8568045,486078.8374,1591382171.0,27989,tcp,1,0,0,1073,3724,0.015170793,2
74,3.113214913,62.0,236492.0,384.2022084,3814.387097,23.98212392,44328.36507,138003.7272,80,tcp,4,3,1,18,44,0.018125972,1
1153,285.1396477,53223.0,629814330.5,1426.754363,12129.89243,680.73359807,14374294.44784,6014551906.0,21,tcp,2,1,0,318,32503,0.004854975,0
529,1518.166825,6461.0,464434033.0,1380.212642,71882.68581,301.2589229,2489670.699,3779735460.0,443,tcp,0,1,0,127,2675,0.003913436,0
1720,4.649968914,37.0,6638.0,248.1808747,179.4054054,4.994774213,977.2436486,4544.152587,8883,udp,0,0,0,17,21,4.379889493,1
205,6.439491959,129.0,468491.0,312.2028507,3631.713178,47.27860527,22441.58262,144512.3908,443,tcp,4,4,1,33,82,0.346856691,1
643,1336.93263,16416.0,444280278.0,1276.050676,27063.85709,283.6278721,3975245.496,5314635415.0,443,tcp,2,1,0,427,5644,0.045799485,0
1375,0.968775311,4.0,4717.0,168.6494759,1179.25,7.147999926,4450.029839,4311.079042,53,udp,0,0,0,0,0,1.266392574,1
1781,5.449697448,11.0,4885.0,225.972771,444.0909091,4.051246914,621.9384915,3389.37661,8883,udp,1,1,0,2,45,4.967184496,1
142,6.79951086,57.0,115715.0,632.6617633,2030.087719,42.06069802,5081.794547,34553.71721,443,tcp,3,4,1,21,65,0.336927567,1
818,1808.589468,33279.0,207757117.0,1485.822754,6242.88942,470.5280822,5753403.257,10405544537.0,443,tcp,0,2,0,570,5655,0.006864937,0
1044,556.661141,25716.0,238093478.0,1436.855119,9258.573573,178.3418034,14374294.44784,13462824069.0,8080,tcp,2,2,0,490,29251,0.005803434,0
258,7.223698658,106.0,316780.0,578.1415903,2988.490566,18.07672217,4601.180957,33237.54471,443,tcp,3,4,1,34,30,0.37196392,1
467,20.97672322,126.0,184643.0,409.9001521,1465.420635,45.15833656,9174.771172,192456.6354,80,tcp,4,4,1,41,19,0.408527365,1
606,61.4495993,27990.0,455512998.0,1384.533603,16274.13355,136.4140712,4212741.572,258871281.5,443,tcp,1,1,0,658,738,0.038015914,0
296,27.37004678,96.0,56437.0,425.3244047,587.8854167,40.93099466,38955.2299,1066206.465,8080,tcp,1,1,1,25,27,0.485799478,1
585,3313.682282,30944.0,388582207.0,1329.359679,12557.59459,234.396744,3107397.839,10296929161.0,8080,tcp,1,2,0,320,7145,0.00764288,0
905,2030.113583,2364.0,133589901.0,1301.139555,56510.11041,281.7411466,2234380.693,4536046595.0,443,tcp,0,1,0,803,1735,0.019070498,0
898,1078.412636,33237.0,401432111.0,1390.330003,12077.86837,123.5025061,9348138.849,10081151061.0,443,tcp,0,1,0,369,8521,0.027676688,0
1089,282.5820789,34431.0,629814330.5,1459.118887,21168.61265,137.3063326,3544990.462,1001750774.0,443,tcp,2,2,0,260,25203,0.003416024,0
392,6.076065947,29.0,343309.0,767.3220062,11838.24138,14.007002,48845.01218,296785.5152,443,tcp,1,4,1,29,85,0.262566718,1
330,14.21610384,110.0,470930.0,787.156217,21405.90909,17.56663144,26454.07702,376073.9059,443,tcp,3,4,1,9,58,0.410187689,1
1793,24.89248049,29.0,9348.0,163.1660097,322.3448276,1.755412631,810.3439555,20171.4711,1883,udp,1,0,0,13,12,5.171861482,1
587,1230.653222,26176.0,303004416.0,1388.72076,11575.6577,364.6267438,4332473.49,5331772461.0,443,tcp,2,2,0,685,6626,0.001344413,0
25,11.12202068,61.0,46239.0,349.076445,758.0163934,16.22875185,33854.80845,376533.8798,443,tcp,3,4,1,21,16,0.08765532,1
192,16.13487308,91.0,475512.0,565.518891,5225.406593,28.43194801,30199.37873,487263.1429,443,tcp,1,3,1,34,58,0.010559337,1
807,1765.314903,47977.0,426486556.0,1296.023972,8889.396086,263.7417024,5647334.732,9969324164.0,443,tcp,1,2,0,996,1027,0.008762486,0
595,3111.582128,48976.0,181550314.0,1248.220092,3706.924085,337.0237083,3543618.163,11026258944.0,443,tcp,2,2,0,246,7418,0.011207714,0
491,6.79985599,195.0,7172.0,318.7798275,36.77948718,40.37354429,29356.7541,199621.7002,8080,tcp,2,3,1,39,78,0.096166026,1
132,3.100784604,50.0,328420.0,668.8279772,32842.0,40.9808203,273754.1972,84885.28,80,tcp,4,2,1,27,74,0.258275144,1
1117,178.0168316,89051.0,629814330.5,1492.156038,8318.963403,680.73359807,1739566.288,309672079.0,22,tcp,2,1,0,404,35294,0.002290756,0
1023,200.8792021,21529.0,629814330.5,1491.774753,38845.06122,680.73359807,14374294.44784,7670831277.0,8080,tcp,1,2,0,413,26071,0.00731534,0
86,16.35025972,44.0,208428.0,696.5642636,4737.0,35.29049943,24328.18876,397772.2047,80,tcp,3,4,1,47,44,0.260775306,1
1521,1403.530973,100923.875,16446315.0,354.3645701,59.37340703,147.5843318,209501.6998,294042124.5,58416,udp,1,1,0,8094,392,0.008699189,2
148,12.8986849,87.0,245667.0,322.4520704,2823.758621,39.93808399,59000.53821,76102.9351,443,tcp,1,3,1,45,56,0.214559078,1
179,8.452222051,173.0,199750.0,439.0634827,1154.624277,47.34919236,16619.26353,140469.7057,70000,tcp,1,1,1,25,76,0.466067843,1
505,1475.839617,7661.0,492259483.0,1250.565289,64255.25166,168.1890784,3669899.662,5416183313.0,80,tcp,2,2,0,648,588,0.047067453,0
1246,287.4738339,86464.0,624993860.0,1432.197999,7228.370883,680.73359807,14374294.44784,6444657785.0,22,tcp,2,2,0,137,5524,0.004824746,0
84,22.9587827,144.0,629814330.5,320.126798,393.8958333,39.08678558,23843.67164,547421.6758,443,tcp,4,2,1,9,18,0.364921211,1
1597,3485.16548655625,100923.875,1340500.0,335.4288935,8.126902138,119.5049466,60877.42838,268683944.9,57549,udp,1,0,0,2984,3802,0.015766094,2
1022,63.79832154,83478.0,240160228.0,1441.666339,2876.928388,680.73359807,14374294.44784,2231394249.0,443,tcp,1,1,0,97,35044,0.00686954,0
548,616.0865509,38557.0,244149299.0,1348.297187,6332.16534,291.8918554,3260867.74,2008976759.0,443,tcp,1,1,0,424,5951,0.018022281,0
489,2.871472297,13.0,22026.0,766.3978439,1694.307692,24.04262955,4993.75837,14339.43881,443,tcp,1,3,0,40,67,0.031423383,1
191,11.86199853,147.0,28635.0,782.9770372,194.7959184,25.79782482,39162.79336,464548.9972,443,tcp,3,4,1,26,34,0.168666799,1
1784,55.38287295,8.0,1280.0,234.9522416,160.0,4.367475525,331.7062588,18370.84559,1883,tcp,0,0,0,1,26,4.767692898,1
419,19.61538053,42.0,54049.0,377.0774777,1286.880952,41.31944431,34871.69945,684021.6544,443,tcp,4,1,0,27,94,0.268915067,1
916,1635.950334,35299.0,356032007.0,1455.273452,10086.17828,384.820752,8472101.346,13859937023.0,443,tcp,0,2,0,134,8964,0.045104681,0
1370,0.336385855,7.0,4912.0,99.34209993,701.7142857,6.55155367,4860.541243,1635.017322,53,udp,0,0,0,0,0,0.463151004,1
820,3446.582657,3917.0,77692390.0,1356.186422,19834.66684,89.6684568,9599889.669,33086813240.0,443,tcp,1,1,0,164,7206,0.025642515,0
219,17.12882848,125.0,254569.0,416.3418486,2036.552,38.12356924,48942.65797,838330.3936,80,tcp,2,1,1,49,60,0.032720826,1
1674,3485.16548655625,100923.875,40846950.0,432.4861467,111.3991524,74.92661441,287720.011,1106771501.0,44039,udp,1,1,0,725,5849,0.009102688,2
521,947.2180243,45358.0,54653374.0,1490.537538,1204.933507,94.10997296,3023798.995,2864196910.0,8080,tcp,2,1,0,856,8674,0.04212133,0
315,28.83906689,33.0,234884.0,418.5583704,7117.69697,30.03779245,48022.90454,1384935.756,443,tcp,1,1,1,47,70,0.494895529,1
578,3083.825045,24939.0,233330859.0,1394.697599,9356.063154,142.7880918,4466880.565,13775078157.0,443,tcp,1,2,0,231,5445,0.007432903,0
1234,541.0553498,37967.0,629814330.5,1495.246698,24133.85688,562.5640571,14374294.44784,13751383606.0,21,tcp,1,2,0,181,26692,0.00600712,0
16,14.32971815,94.0,151928.0,734.2177591,1616.255319,34.27277222,34591.65961,495688.7325,443,tcp,4,4,1,9,57,0.421050767,1
1337,1.991346931,5.0,3367.0,118.4001871,673.4,6.273721989,2135.130112,4251.784796,53,udp,0,0,0,0,0,0.960756533,1
1219,408.7815858,98985.0,629814330.5,1428.239891,9355.364732,680.73359807,14374294.44784,20402483137.0,21,tcp,2,1,0,337,42772,0.004181876,0
829,3233.049269,20686.0,485647880.0,1244.319516,23477.12849,476.3574939,2919804.423,9439871555.0,443,tcp,0,1,0,633,9348,0.019859024,0
1796,39.31796691,5.0,4799.0,192.5161433,959.8,4.100851028,913.1604994,35903.6143,1883,udp,0,1,0,16,36,5.837670333,1
794,2334.947055,40005.0,383459414.0,1215.784718,9585.287189,182.9663031,2236954.974,5223171428.0,443,tcp,0,2,0,753,1884,0.006066934,0
1024,561.1097552,26074.0,233397302.0,1474.732806,8951.34241,236.1248759,14374294.44784,24727341273.0,443,tcp,1,2,0,437,39427,0.002139836,0
1698,3485.16548655625,100923.875,49951050.0,479.2027375,141.3462273,187.4675277,273452.0424,1766946313.0,34734,tcp,1,1,0,609,594,0.01429859,2
1542,3485.16548655625,100923.875,5088657.0,360.986314,13.20819955,72.85330052,183969.4153,1310699298.0,28830,tcp,0,0,0,6518,9997,0.012628889,2
15,20.75449405,177.0,167114.0,388.0103931,944.1468927,46.67763553,32461.59097,673723.8967,443,tcp,3,3,0,31,92,0.481821453,1
1291,0.214934998,7.0,1664.0,183.964145,237.7142857,4.195300241,4493.505183,965.8115296,53,udp,0,0,0,0,0,0.999238915,1
1385,0.324851501,9.0,4974.0,99.47288327,552.6666667,3.528100008,3312.904745,1076.20208,53,udp,0,0,0,0,0,0.806722488,1
890,2540.212406,8315.0,198097305.0,1447.902463,23824.0896,285.8136501,834442.9495,2119662333.0,443,tcp,2,2,0,303,3215,0.002658829,0
637,1939.179779,16946.0,347958223.0,1495.195159,20533.35436,443.62733,9521900.545,18464676992.0,443,tcp,2,1,0,845,8451,0.044407336,0
1197,277.8187481,76572.0,218368901.0,1400.28517,2851.81138,148.1840143,14374294.44784,6841001882.0,21,tcp,2,2,0,222,30246,0.003171512,0
321,10.43101125,84.0,367297.0,572.24052,4372.583333,19.34374428,28941.89296,301893.2109,80,tcp,2,4,0,25,53,0.242259908,1
997,426.2974604,18395.0,629814330.5,1435.839958,53960.7639,247.872652,14374294.44784,10770255772.0,22,tcp,1,2,0,92,22925,0.006255127,0
361,28.33513092,154.0,358732.0,721.046493,2329.428571,46.28768656,2303.413958,65267.53607,80,tcp,2,2,1,11,32,0.329800423,1
244,12.78435406,175.0,117816.0,699.920319,673.2342857,12.20111333,28494.97527,364289.8529,443,tcp,4,4,0,17,11,0.206996623,1
1220,434.0179765,50046.0,617622957.0,1455.412144,12341.10532,680.73359807,14028390.25,6088573547.0,99999,tcp,1,2,0,71,43085,0.008882105,0
1561,3485.16548655625,65421.0,42807879.0,245.7927923,654.3446141,123.5281799,232840.5263,1541656126.0,45814,tcp,0,0,0,2482,4117,0.019987088,2
538,3457.82153,40734.0,209277456.0,1473.570983,5137.660333,411.8160246,2796472.776,9669703773.0,443,tcp,0,2,0,272,8551,0.037831582,0
1641,2239.062488,100923.875,10168956.0,312.6475124,24.00954814,152.6934563,12823.90983,28713535.46,47335,udp,0,1,0,9585,5341,0.006892981,2
673,3054.304646,40778.0,307898512.0,1205.265167,7550.603561,96.85328668,6537463.302,19967404535.0,443,tcp,2,2,0,429,2271,0.017129762,0
1345,1.031165289,8.0,3339.0,52.23398586,417.375,1.596266084,2023.01947,2086.067457,53,udp,0,0,0,0,0,0.539454296,1
592,2720.583761,9034.0,295098034.0,1474.418939,32665.26832,456.8599128,7467291.375,20315391656.0,8080,tcp,0,1,0,660,6346,0.046831164,0
721,2894.483678,26057.0,142309661.0,1379.2858,5461.475266,241.9238639,4452419.038,12887454233.0,443,tcp,2,1,0,750,1908,0.039032558,0
33,25.82072871,143.0,195616.0,676.778756,1367.944056,10.70918409,10990.06656,283771.5273,443,tcp,1,3,1,6,70,0.196173207,1
856,3341.808102,20430.0,346962277.0,1466.184714,16982.97978,490.7794303,9866732.397,32972726261.0,443,tcp,1,1,0,326,8501,0.033698306,0
128,9.057932727,89.0,483784.0,456.0785654,5435.775281,49.27555676,22947.46313,207856.5773,443,tcp,3,4,1,10,81,0.224964588,1
1632,3142.363006,100923.875,30311426.0,406.1999105,79.41726557,145.5939974,125384.3317,394003085.4,47537,udp,1,1,0,4561,107,0.01128032,2
1541,3485.16548655625,100923.875,33123580.0,464.6520034,176.6732272,96.40767082,18764.51105,127261903.9,44318,tcp,1,1,0,8690,1421,0.014279463,2
1118,76.71635792,42390.0,378627410.0,1417.988825,8931.998349,680.73359807,14374294.44784,1295300219.0,21,tcp,2,1,0,340,33224,0.001227774,0
1673,3485.16548655625,100923.875,10748609.0,176.2801609,46.49756235,158.4812845,206383.6245,841722348.3,49032,tcp,0,0,0,8221,6585,0.007622482,2
568,2668.60885,31025.0,125462842.0,1396.735262,4043.92722,394.0244497,5901217.108,15748040201.0,1935,tcp,1,2,0,801,6333,0.016851017,0
1075,222.1318394,47930.0,159040905.0,1439.145954,3318.191216,599.7937815,14374294.44784,10038749741.0,22,tcp,2,1,0,66,36109,0.003922096,0
1748,19.16331184,46.0,8700.0,116.2550003,189.1304348,4.909769237,623.1174842,11940.99467,8883,udp,0,0,0,18,25,6.665982332,1
328,27.29282521,166.0,382093.0,619.83717,2301.76506,8.981865761,2972.489896,81127.64717,443,tcp,4,4,1,13,17,0.027676367,1
1080,67.33108292,35972.0,629814330.5,1416.292341,20498.21506,469.2102388,14374294.44784,2488686134.0,22,tcp,2,2,0,431,9207,0.00989756,0
1509,3485.16548655625,100923.875,8698885.0,238.2915713,27.24181936,101.4594208,184434.8584,1047998482.0,36311,udp,1,1,0,1816,865,0.014458744,2
1310,1.140648453,4.0,3867.0,155.2431294,966.75,5.385195409,3965.8899,4523.686181,53,udp,0,0,0,0,0,1.827847957,1
418,29.68402861,97.0,63741.0,378.0842459,657.1237113,47.10105224,3977.957837,118081.8142,443,tcp,1,2,0,39,19,0.284796254,1
93,26.18038733,40.0,116009.0,497.1830245,2900.225,46.46993805,13011.95167,340657.9345,8080,tcp,2,2,1,29,82,0.441658251,1
559,646.6876409,25179.0,474980395.0,1216.736218,18864.1485,315.6944096,2020761.371,1306801404.0,443,tcp,0,2,0,703,2970,0.036169717,0
1633,3485.16548655625,100923.875,5291848.0,101.0510998,13.72046981,172.9294452,112749.282,741905145.7,30922,udp,1,0,0,869,5868,0.018198247,2
378,11.57953651,78.0,443196.0,794.710495,5682.0,41.21669138,24124.08844,279345.763,80,tcp,3,1,1,12,51,0.25360887,1
1529,3485.16548655625,100923.875,24090251.0,168.1972705,194.8970592,119.6816169,330266.4281,1589520347.0,11411,tcp,0,0,0,5899,863,0.007856339,2
615,3485.16548655625,38979.0,210630613.0,1466.637769,27018.47315,102.3959838,5771644.379,20449320407.0,1935,tcp,0,2,0,726,2759,0.016564794,0
332,13.18298892,130.0,118658.0,545.0558907,912.7538462,42.04745676,11262.54413,148473.9945,443,tcp,1,4,0,47,24,0.234090049,1
821,684.5589657,32571.0,396417875.0,1333.976438,12170.88438,479.101776,3831818.978,2623106036.0,80,tcp,0,1,0,679,6165,0.046255013,0
1476,1.655580662,6.0,2669.0,105.6916519,444.8333333,9.508906121,3986.463329,6599.911595,53,udp,0,0,0,0,0,1.353574375,1
1376,1.545094175,8.0,2281.0,139.6423307,285.125,2.607437497,1616.2437,2497.248726,53,udp,0,0,0,0,0,0.325898976,1
32,29.20809179,50.0,134380.0,499.5967215,2687.6,43.53092667,10487.71651,306326.1866,443,tcp,1,4,1,6,13,0.345952625,1
1798,22.04326457,49.0,4272.0,208.3365241,87.18367347,0.821645316,1948.165613,4294.393004,1883,tcp,1,1,0,4,8,9.508382765,1
66,3.063502708,15.0,327556.0,736.5853943,21837.06667,18.78985202,1919.707982,5881.0306,443,tcp,2,3,0,18,47,0.112146479,1
894,3350.752356,28104.0,147727459.0,1423.491122,5256.456697,65.48275009,2321442.805,7778579950.0,443,tcp,2,2,0,528,8246,0.027329004,0
1484,0.081054396,9.0,459.0,70.86130566,51.0,0.221127894,414.3282104,33.58312279,53,udp,0,0,0,0,0,0.762181799,1
1824,2716.696441,1667.0,146692122.0,1383.854474,87997.67367,434.1858559,7971551.167,21656284685.0,443,tcp,1,2,0,538,757,0.009495013,0
38,19.00143627,102.0,0.0,357.2813666,4365.009804,37.65261133,21766.33121,413591.5552,8080,tcp,2,4,1,19,45,0.484510004,1
1124,189.1920697,69137.0,398595170.0,1444.711083,5765.29456,268.6331184,14374294.44784,7926633330.0,22,tcp,1,2,0,185,40678,0.001819888,0
457,12.80295154,22.0,232738.0,524.3866146,10579.0,37.54449774,28817.16526,368944.7704,443,tcp,3,3,1,23,44,0.188136242,1
1675,3485.16548655625,100923.875,28339884.0,413.1140479,64.05029121,76.25271101,82114.58296,366571928.6,10442,udp,0,1,0,1670,1958,0.013483833,2
1011,70.90117887,58860.0,586629071.0,1486.547049,9966.514968,680.73359807,14374294.44784,2630414582.0,443,tcp,2,2,0,295,34381,0.002107642,0
1537,3485.16548655625,100923.875,33879394.0,240.9707649,81.38274837,52.78243207,217793.4437,894322332.5,42577,tcp,1,0,0,3235,2994,0.014083913,2
30,4.471687032,195.0,401557.0,746.143885,2059.266667,43.7443997,19879.88771,88896.63607,443,tcp,4,2,1,44,24,0.437976596,1
1428,0.74420306,6.0,3287.0,127.1682291,547.8333333,3.321604802,4282.753704,3187.238411,53,udp,0,0,0,0,0,0.548015531,1
522,1745.158647,36999.0,222373005.0,1311.186029,6010.243655,338.599742,1883357.53,3286757679.0,80,tcp,2,2,0,879,8531,0.009669881,0
1317,0.858358928,6.0,1018.0,106.2099296,169.6666667,7.027776446,3804.825532,3265.905963,53,udp,0,0,0,0,0,1.186116626,1
1461,1.597251224,7.0,3149.0,181.3845132,449.8571429,6.287037876,403.5648148,644.5943946,53,udp,0,0,0,0,0,0.797264623,1
17,17.31497486,107.0,270000.0,581.0534261,2523.364486,19.53838884,26541.89271,459572.2049,443,tcp,3,2,1,19,57,0.301949359,1
129,28.29291444,28.0,75526.0,623.9366134,2697.357143,8.084954311,16986.68889,480602.9354,80,tcp,1,2,1,36,28,0.229407022,1
225,10.23576543,11.0,409946.0,558.5702945,37267.81818,37.54549389,46175.25268,472639.055,80,tcp,2,1,0,49,32,0.288022138,1
1378,1.417836085,2.0,1998.0,137.5429675,999.0,4.63373547,1358.558543,1926.213326,53,udp,0,0,0,0,0,0.223073609,1
1772,21.07270043,13.0,8322.0,115.6373215,640.1538462,2.063019714,233.9581533,4930.130077,1883,udp,0,0,0,1,21,2.135933103,1
1333,0.471442005,9.0,3987.0,161.1353971,443.0,4.919132309,4644.953917,2189.826388,53,udp,0,0,0,0,0,1.281759173,1
1388,0.607065157,3.0,1447.0,117.1056845,482.3333333,1.628454985,4775.533727,2899.060132,53,udp,0,0,0,0,0,0.179298748,1
1079,579.9963943,43589.0,227070463.0,1414.585013,5209.352428,680.73359807,5338946.888,3096569944.0,22,tcp,2,1,0,348,17267,0.009281031,0
509,130.465036,15962.0,345018268.0,1433.296852,21614.97732,290.6131842,5240243.175,683668514.3,443,tcp,2,1,0,576,1853,0.036121025,0
1339,0.978007522,5.0,1676.0,89.8461265,1676.0,0.787013194,3895.110503,3809.447369,53,udp,0,0,0,0,0,1.537257196,1
1619,2660.51504,100923.875,18434073.0,331.966265,43.08264525,175.3296667,480698.0153,1278904299.0,24321,udp,0,0,0,4434,2857,0.005734686,2
357,27.79014153,138.0,257332.0,456.2859827,1864.724638,5.758197623,186696.2443,518831.5053,443,tcp,3,2,0,6,29,0.096576303,1
1203,343.7956842,73600.0,498191600.0,1463.718397,6768.907609,143.6780671,1328521.018,456739792.3,22,tcp,2,1,0,126,7756,0.002744541,0
270,20.48825034,139.0,270175.0,404.8526495,1943.705036,30.30489374,33698.33432,690419.9095,443,tcp,2,2,0,39,81,0.304991817,1
549,697.5907854,13448.0,266244191.0,1368.62341,19798.05109,110.7741137,2437300.442,1700238330.0,80,tcp,2,1,0,396,3211,0.001959945,0
826,1306.013975,38914.0,19238970.0,1441.622806,494.3971321,173.8591621,8451267.352,11037473264.0,443,tcp,2,2,0,142,6217,0.043456721,0
1412,1.264249148,9.0,3389.0,85.55707894,376.5555556,2.166513145,15244.70704,1927.310789,53,udp,0,0,0,0,0,1.762473509,1
574,3186.828144,45418.0,138934658.0,1482.893681,3059.02193,275.615775,14374294.44784,7391483832.0,443,tcp,0,1,0,124,730,0.01268589,0
797,1781.461876,3813.0,72617060.0,1384.918374,19044.60005,116.5656401,1465998.266,2611620021.0,1935,tcp,1,2,0,407,5645,0.026349399,0
1652,3485.16548655625,100923.875,4014558.0,308.5928641,9.617066843,9.46452697,260793.6853,1665169778.0,44421,udp,0,1,0,7192,250,0.010057474,2
786,392.9574227,10938.0,79502199.0,1339.763867,7268.440208,430.1901873,2042362.893,802561658.7,443,tcp,0,2,0,907,9951,0.015884122,0
174,19.68217983,92.0,363304.0,762.3808814,3948.956522,5.170992619,37717.2859,742358.4039,443,tcp,2,1,0,11,40,0.459065687,1
1800,7.357289028,11.0,7352.0,139.1940338,668.3636364,0.975562554,211.3977696,1555.314491,8883,udp,1,0,0,1,14,2.743167998,1
1271,0.807522975,3.0,1481.0,98.0511546,493.6666667,6.17403706,1985.747638,1603.536841,53,udp,0,0,0,0,0,1.516767945,1
982,550.2289509,20448.0,147603569.0,1494.54137,7218.484399,680.73359807,14374294.44784,23292911756.0,21,tcp,2,2,0,307,37384,0.002825322,0
1782,41.72043886,32.0,7533.0,215.4327522,235.40625,3.904933785,658.0764911,27455.24001,1883,tcp,1,0,0,11,41,4.063473143,1
1651,3485.16548655625,100923.875,2327859.0,215.1884109,7.00044808,155.2134663,139005.7717,823974375.7,42481,tcp,0,0,0,3589,164,0.006234842,2
149,15.98517735,156.0,191169.0,552.2140404,1225.442308,7.334256172,3022.110236,48308.96808,443,tcp,3,3,1,43,63,0.020715235,1
754,2725.735738,8589.0,458161392.0,1474.852698,53342.80964,392.0788149,2399073.711,6539240951.0,443,tcp,2,1,0,258,1998,0.008528069,0
1437,1.262654513,2.0,204.0,68.83110054,102.0,9.408617352,266.9507291,337.0665428,53,udp,0,0,0,0,0,0.993070871,1
178,28.2990414,142.0,482306.0,420.9725246,3396.521127,9.205273414,43521.263,1231610.023,443,tcp,3,2,0,18,72,0.1743818,1
1436,0.136154221,5.0,3480.0,128.8912005,696.0,8.345775234,759.0729939,103.3509923,53,udp,0,0,0,0,0,1.006007789,1
1645,3485.16548655625,100923.875,4603964.0,153.0661514,13.40442431,133.0775992,122029.5947,822732087.6,10285,tcp,1,1,0,6030,8707,0.010499799,2
255,5.415945047,156.0,264667.0,643.6697228,1696.583333,43.3767614,45872.78815,248444.4998,443,tcp,4,3,1,42,34,0.259875487,1
964,584.6369277,80684.0,40593791.0,1402.401335,503.1207055,680.73359807,14374294.44784,20672179810.0,21,tcp,1,2,0,472,36946,0.008207058,0
1649,3485.16548655625,100923.875,39266952.0,160.6608107,371.5751961,97.95866059,63802.17901,253499923.0,59374,udp,0,1,0,3739,1961,0.008261692,2
1133,128.2761255,59778.0,259867175.0,1478.926249,4347.204239,680.73359807,14374294.44784,4714189238.0,443,tcp,1,1,0,497,32728,0.007471691,0
1355,0.71146709,3.0,2599.0,148.0970526,866.3333333,5.416096071,637.3749236,453.4712823,53,udp,0,0,0,0,0,0.116291231,1
516,1383.070596,46354.0,137585232.0,1314.812233,2968.14152,49.23729538,2573786.977,3559729088.0,443,tcp,2,1,0,415,3393,0.036604768,0
1414,0.20661881,6.0,4786.0,50.78599505,797.6666667,9.427774986,1406.568211,290.6234494,53,udp,0,0,0,0,0,1.089161374,1
609,1782.76594,42914.0,309475309.0,1444.403846,7211.523256,282.9422353,1098457.359,1958292366.0,1935,tcp,0,2,0,307,7583,0.00211989,0
1332,0.571787023,2.0,2764.0,125.8165035,1382.0,4.502263062,2474.120215,1414.669832,53,udp,0,0,0,0,0,1.289870521,1
1362,1.261315614,7.0,1111.0,81.93899791,158.7142857,6.614551028,4126.710811,5205.084781,53,udp,0,0,0,0,0,0.143511192,1
1530,2581.218238,100923.875,46214450.0,447.5883609,116.321001,53.62421126,255236.4055,658820864.8,15831,udp,0,1,0,3589,1441,0.012821554,2
540,967.9889497,38967.0,139226387.0,1398.827307,3572.930608,110.1761588,5374123.648,5202092306.0,443,tcp,2,2,0,718,4527,0.038740548,0
817,3485.16548655625,29728.0,202037312.0,1266.570905,6796.19591,24.29331741,5974248.45,21361929982.0,443,tcp,0,1,0,613,6861,0.017772255,0
793,282.0577345,15700.0,137073099.0,1403.925274,43653.85318,94.25507222,1894784.193,534438536.7,443,tcp,1,1,0,458,9728,0.02518833,0
702,3045.170478,29020.0,119684447.0,1308.756065,4124.205617,66.64526545,3758902.501,11446498927.0,443,tcp,2,2,0,786,8720,0.021569324,0
57,28.99334814,62.0,492888.0,522.9143907,7949.806452,49.96566013,14323.67643,415291.3376,8080,tcp,4,3,0,24,31,0.079201646,1
1195,223.6014312,69363.0,216027899.0,1419.840676,3114.454378,164.481288,6967428.031,1557926879.0,21,tcp,2,2,0,322,14011,0.007413783,0
1552,2475.970493,100923.875,37887479.0,275.4200397,86.89868485,140.6084238,99482.14639,246314859.1,9677,udp,1,1,0,7466,9082,0.011680899,2
611,2499.042189,39883.0,139241861.0,1493.986579,3491.258456,399.2194619,6820233.414,17044051043.0,443,tcp,2,1,0,788,3565,0.005582847,0
